entity_addr,entity_total_trans_atl_all_yr,pct_entity_total_trans_atl_all_yr
1425 RICHLAND 30310,4.0,0.010498136580756916
1425 RIDENOUR 30152,1.0,0.002624534145189229
1425 WOODLAND 30311,2.0,0.005249068290378458
1426 ELLIOTTS 30011,1.0,0.002624534145189229
1426 HIGH POINT 30306,2.0,0.005249068290378458
1426 LOCKWOOD 30311,1.0,0.002624534145189229
1426 LOVELACE 30817,1.0,0.002624534145189229
1426 MONROE 30324,4.0,0.010498136580756916
1426 PONTIAC 30316,2.0,0.005249068290378458
1426 WESTRIDGE 30311,1.0,0.002624534145189229
1427 BEECHER 30310,1.0,0.002624534145189229
1427 BEECHER 30331,1.0,0.002624534145189229
1427 BRYAN 30344,1.0,0.002624534145189229
1427 EASON 30314,1.0,0.002624534145189229
1427 GORDON 30310,1.0,0.002624534145189229
1427 LAVENDER 30314,1.0,0.002624534145189229
1427 NORTHWEST 30318,2.0,0.005249068290378458
1427 PONTIAC 30316,3.0,0.007873602435567686
1427 SEVERBROOK 30043,1.0,0.002624534145189229
1427 SOUTH GORDON 30310,1.0,0.002624534145189229
1427 WALTERS 60062,1.0,0.002624534145189229
1428 ALLEGHENY 30310,1.0,0.002624534145189229
1428 DOWNS 30311,1.0,0.002624534145189229
1428 DUPONT COMMONS 30318,6.0,0.015747204871135373
1428 EASON 30314,1.0,0.002624534145189229
1428 LANIER 30306,4.0,0.010498136580756916
1428 VERNON NORTH 30338,1.0,0.002624534145189229
1428 WESTBORO 30310,1.0,0.002624534145189229
1429 ALLEGHENY 30310,1.0,0.002624534145189229
1429 ALLENE 30310,1.0,0.002624534145189229
1429 BRIDGES 30310,2.0,0.005249068290378458
1429 COPELAND 30310,1.0,0.002624534145189229
1429 DUPONT COMMONS 30318,3.0,0.007873602435567686
1429 FAIRMONT 30318,38.0,0.09973229751719069
1429 GRAHAM 30310,2.0,0.005249068290378458
1429 HIGH POINT 30315,2.0,0.005249068290378458
1429 INWOOD 30045,1.0,0.002624534145189229
1429 MORNINGSIDE 30306,1.0,0.002624534145189229
1429 MOZLEY 30314,1.0,0.002624534145189229
1429 NORTH 30318,1.0,0.002624534145189229
1429 WESSYNGTON 30306,2.0,0.005249068290378458
1429 WILLOW 30311,1.0,0.002624534145189229
143 ALAMO 95060,1.0,0.002624534145189229
143 BARKSDALE 30309,4.0,0.010498136580756916
143 BROMACK 30315,2.0,0.005249068290378458
143 CLEVELAND 30316,1.0,0.002624534145189229
143 DAHLIA 30314,1.0,0.002624534145189229
143 ESTORIA 30316,4.0,0.010498136580756916
143 LITTLE 30315,1.0,0.002624534145189229
143 MOBILE 30305,1.0,0.002624534145189229
143 PUTNAM 30342,1.0,0.002624534145189229
143 SOUTH 30315,2.0,0.005249068290378458
143 WALTHALL 30316,6.0,0.015747204871135373
1430 ALMONT 30310,1.0,0.002624534145189229
1430 BEATIE 30310,3.0,0.007873602435567686
1430 GRAHAM 30310,1.0,0.002624534145189229
1430 HARTFORD 30310,1.0,0.002624534145189229
1430 MOORES MILL 30327,2.0,0.005249068290378458
1430 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1430 SW 85TH 33025,1.0,0.002624534145189229
1431 BOULEVARD 30315,1.0,0.002624534145189229
1431 KENILWORTH 30310,1.0,0.002624534145189229
1431 LOCKWOOD 30311,2.0,0.005249068290378458
1431 SHARON 30314,1.0,0.002624534145189229
1432 BEECHER 30310,1.0,0.002624534145189229
1432 CONNALLY 30310,2.0,0.005249068290378458
1432 DONNELLY 30310,1.0,0.002624534145189229
1432 ELIZABETH 30310,1.0,0.002624534145189229
1432 HANOVER WEST 30327,2.0,0.005249068290378458
1432 ROME 30314,1.0,0.002624534145189229
1432 SIXTH 33323,1.0,0.002624534145189229
1432 WESTBORO 30310,3.0,0.007873602435567686
14320 COGBURN 30004,1.0,0.002624534145189229
14324 CUBA 21030,1.0,0.002624534145189229
1433 BOLTON 30331,1.0,0.002624534145189229
1433 CARROLL 30318,7.0,0.018371739016324603
1433 CENTRA VILLA 30311,1.0,0.002624534145189229
1433 DE SOTO 30310,1.0,0.002624534145189229
1433 DUPONT COMMONS 30318,1.0,0.002624534145189229
1433 FAIRFAX 90019,1.0,0.002624534145189229
1433 HILLPINE 30306,1.0,0.002624534145189229
1433 MORNINGSIDE 30306,1.0,0.002624534145189229
1433 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1433 WESSYNGTON 30306,1.0,0.002624534145189229
1433 WESTMONT 30311,1.0,0.002624534145189229
1433 WOODLAND 30311,2.0,0.005249068290378458
1434 ADELE 30314,1.0,0.002624534145189229
1434 ANIWAKA 30311,1.0,0.002624534145189229
1434 ATHENS 30310,4.0,0.010498136580756916
1434 BROOK VALLEY 30324,1.0,0.002624534145189229
1434 EASON 30314,1.0,0.002624534145189229
1434 HILLPINE 30306,1.0,0.002624534145189229
1434 HOSEA L WILLIAMS 30317,1.0,0.002624534145189229
1434 KEYS CROSSING 30319,1.0,0.002624534145189229
1434 MILL ACRE 30311,1.0,0.002624534145189229
1434 MILL ACRES 30311,1.0,0.002624534145189229
1434 SHERRIE 30331,1.0,0.002624534145189229
1434 WESTRIDGE 30311,1.0,0.002624534145189229
1435 AVON 30310,1.0,0.002624534145189229
1435 BELLEVUE 94010,1.0,0.002624534145189229
1435 BOGGS 30096,1.0,0.002624534145189229
1435 COPELAND 30310,1.0,0.002624534145189229
1435 HAWKINS 30314,1.0,0.002624534145189229
1435 MOREHEAD 28208,3.0,0.007873602435567686
1435 MURRAY 30315,1.0,0.002624534145189229
1435 SEALES CREEK 30547,1.0,0.002624534145189229
1436 COPELAND 30310,2.0,0.005249068290378458
1436 DUPONT COMMONS 30318,2.0,0.005249068290378458
1436 HIGH POINT 30306,4.0,0.010498136580756916
1436 PEACHTREE BATTLE 30327,2.0,0.005249068290378458
1436 SPLITROCK 30331,1.0,0.002624534145189229
1437 BEECHER 30310,1.0,0.002624534145189229
1437 DENVER 80538,1.0,0.002624534145189229
1437 DUPONT COMMONS 30318,1.0,0.002624534145189229
1437 MORNINGSIDE 30306,1.0,0.002624534145189229
1437 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1437 OGLETHORPE 30310,2.0,0.005249068290378458
1438 ALLEGHENY 30310,1.0,0.002624534145189229
1438 CENTRA 30311,1.0,0.002624534145189229
1438 CENTRA VILLA 30311,1.0,0.002624534145189229
1438 ROME 30314,1.0,0.002624534145189229
1439 ALLENE 30310,1.0,0.002624534145189229
1439 ANIWAKA 30311,1.0,0.002624534145189229
1439 ATHENS 30310,1.0,0.002624534145189229
1439 BEATIE 30310,1.0,0.002624534145189229
1439 BLUEFIELD 30310,1.0,0.002624534145189229
1439 BOLTON 30331,1.0,0.002624534145189229
1439 COPELAND 30310,1.0,0.002624534145189229
1439 FAIRBANKS 30310,4.0,0.010498136580756916
1439 GRAHAM 30310,2.0,0.005249068290378458
1439 HARDEE 30307,3.0,0.007873602435567686
1439 LOCKWOOD 30311,1.0,0.002624534145189229
1439 WESTMONT 30311,1.0,0.002624534145189229
144 BEELINE 28734,5.0,0.013122670725946145
144 BROWN 30315,4.0,0.010498136580756916
144 HOLIDAY 30307,2.0,0.005249068290378458
144 HOWELL 30312,6.0,0.015747204871135373
144 HYACINTH 30314,1.0,0.002624534145189229
144 JASONS RIDGE 30223,1.0,0.002624534145189229
144 LE BRUN 30342,2.0,0.005249068290378458
144 MAPLE 30314,1.0,0.002624534145189229
144 MORELAND 30307,1.0,0.002624534145189229
144 PEACHTREE HILLS 30305,4.0,0.010498136580756916
144 PEARL 30316,2.0,0.005249068290378458
144 POLAR ROCK 30315,1.0,0.002624534145189229
144 SAMPSON 30312,3.0,0.007873602435567686
144 SANDERFUR 31047,1.0,0.002624534145189229
1440 ALLENE 30310,1.0,0.002624534145189229
1440 BEATIE 30310,1.0,0.002624534145189229
1440 CONNALLY 30310,1.0,0.002624534145189229
1440 DONNELLY 30310,1.0,0.002624534145189229
1440 DOROTHY 91202,4.0,0.010498136580756916
1440 DUPONT COMMONS 30318,2.0,0.005249068290378458
1440 DUTCH VALLEY 30324,2.0,0.005249068290378458
1440 FAIRBANKS 30310,1.0,0.002624534145189229
1440 GARMON FERRY 30327,2.0,0.005249068290378458
1440 GRAHAM 30310,2.0,0.005249068290378458
1440 HARTFORD 30310,1.0,0.002624534145189229
1440 HELEN 30331,2.0,0.005249068290378458
1440 HIGH POINT 30306,1.0,0.002624534145189229
1440 LANIER 30306,2.0,0.005249068290378458
1440 WESTMONT 30311,1.0,0.002624534145189229
1440 WOODMONT 30318,1.0,0.002624534145189229
14408 4TH AVENUE 98445,1.0,0.002624534145189229
1441 ALMONT 30310,1.0,0.002624534145189229
1441 BLVD LORRAINE 30311,1.0,0.002624534145189229
1441 BOULEVARD LORRAINE 30311,1.0,0.002624534145189229
1441 CAHABA 30311,2.0,0.005249068290378458
1441 DUPONT COMMONS 30318,3.0,0.007873602435567686
1441 DUPONT COMMONS 30345,2.0,0.005249068290378458
1441 ENGLISH MANOR 30087,1.0,0.002624534145189229
1441 LANIER 30306,3.0,0.007873602435567686
1441 MORNINGSIDE 30306,1.0,0.002624534145189229
1441 STONE BAY 30331,1.0,0.002624534145189229
1441 WOODMONT 30318,3.0,0.007873602435567686
1442 DRESDEN 30319,1.0,0.002624534145189229
1442 TIMBERLAND 30045,2.0,0.005249068290378458
1442 TIMBERLANE 30045,1.0,0.002624534145189229
1443 BEATIE 30310,2.0,0.005249068290378458
1443 BEDROCK 36830,1.0,0.002624534145189229
1443 BEECHER 30310,1.0,0.002624534145189229
1443 CARROLL 30318,1.0,0.002624534145189229
1443 DESOTO 30310,1.0,0.002624534145189229
1443 EVERHART 30310,1.0,0.002624534145189229
1443 FAIRBANKS 30310,1.0,0.002624534145189229
1443 GRAHAM 30310,4.0,0.010498136580756916
1443 LYNFORD 30310,1.0,0.002624534145189229
1443 MERRIMAN 30324,1.0,0.002624534145189229
1443 RICHLAND 30310,1.0,0.002624534145189229
1444 BEECHER 30310,1.0,0.002624534145189229
1444 CAVE 30327,4.0,0.010498136580756916
1444 DESOTO 30310,1.0,0.002624534145189229
1444 FAIRMONT 30318,1.0,0.002624534145189229
1444 GRANDOAKS 91104,2.0,0.005249068290378458
1444 HARTFORD 30310,1.0,0.002624534145189229
1444 LYNFORD 30310,1.0,0.002624534145189229
14441 980 84065,1.0,0.002624534145189229
14441 980 W 84065,1.0,0.002624534145189229
1445 ALLEGHENY 30310,4.0,0.010498136580756916
1445 DUPONT COMMONS 30318,3.0,0.007873602435567686
1445 HIGHLAND 30306,1.0,0.002624534145189229
1445 LAKEBOAT 30310,1.0,0.002624534145189229
1445 NORTH HIGHLAND 30306,1.0,0.002624534145189229
1445 WESSYNGTON 30306,1.0,0.002624534145189229
1446 FAIRMONT 30318,1.0,0.002624534145189229
1446 HIGH POINT 30306,2.0,0.005249068290378458
1446 MORAY 30311,2.0,0.005249068290378458
1446 OGLETHORPE 30310,1.0,0.002624534145189229
1447 AKRIDGE 30314,2.0,0.005249068290378458
1447 BEECHER 30310,1.0,0.002624534145189229
1447 BENTEEN 30315,4.0,0.010498136580756916
1447 BLYSS 30318,1.0,0.002624534145189229
1447 CARTECAY 30319,1.0,0.002624534145189229
1447 KENILWORTH 30310,1.0,0.002624534145189229
1447 MORNINGSIDE 30306,1.0,0.002624534145189229
1447 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1447 PEACHTREE BATTLE 30327,1.0,0.002624534145189229
1448 84 33071,1.0,0.002624534145189229
1448 FAIRMONT 30318,1.0,0.002624534145189229
1448 HIGHLAND 30319,1.0,0.002624534145189229
1448 MORNINGSIDE 30306,2.0,0.005249068290378458
1448 MOZLEY 30314,1.0,0.002624534145189229
1448 NORTH HIGHLAND 30319,1.0,0.002624534145189229
1448 PONTIAC 30316,2.0,0.005249068290378458
1448 ROME 30314,1.0,0.002624534145189229
1448 WESSYNGTON 30306,7.0,0.018371739016324603
1449 ALLENE 30310,1.0,0.002624534145189229
1449 AVON 30310,4.0,0.010498136580756916
1449 DE SOTO 30310,1.0,0.002624534145189229
1449 FUNSTON 30315,1.0,0.002624534145189229
1449 GRAHAM 30310,1.0,0.002624534145189229
1449 LANIER 30306,4.0,0.010498136580756916
1449 METROPOLITAN 30310,1.0,0.002624534145189229
1449 MIMOSA 30080,1.0,0.002624534145189229
1449 RICHLAND 30310,1.0,0.002624534145189229
1449 RYAN 30310,1.0,0.002624534145189229
145 136TH 10030,1.0,0.002624534145189229
145 AVERY 30309,2.0,0.005249068290378458
145 BARKSDALE 30309,4.0,0.010498136580756916
145 BERACAH 30331,1.0,0.002624534145189229
145 BRIAR 30215,1.0,0.002624534145189229
145 CLEVELAND 30316,1.0,0.002624534145189229
145 FLAT SHOALS 30316,1.0,0.002624534145189229
145 GROGANS LAKE 30350,1.0,0.002624534145189229
145 HOLIDAY 30307,2.0,0.005249068290378458
145 LANIER 30214,2.0,0.005249068290378458
145 NORMANDY 30188,1.0,0.002624534145189229
145 OAK 30311,1.0,0.002624534145189229
145 PARKSTONE 30066,2.0,0.005249068290378458
145 PEYTON 30318,1.0,0.002624534145189229
145 STAFFORD 30314,1.0,0.002624534145189229
145 TERHUNE 7055,12.0,0.031494409742270746
145 WELLINGTON 30314,1.0,0.002624534145189229
145 WINDHAVEN 30331,1.0,0.002624534145189229
1450 BEECHER 30310,1.0,0.002624534145189229
1450 BELMONT 30310,2.0,0.005249068290378458
1450 BRICKELL 33131,1.0,0.002624534145189229
1450 BRICKELL BAY 33131,1.0,0.002624534145189229
1450 CANOOCHEE 30319,1.0,0.002624534145189229
1450 EVERHART 30310,4.0,0.010498136580756916
1450 FAIRMONT 30318,1.0,0.002624534145189229
1450 HARTFORD 30310,2.0,0.005249068290378458
1450 HIGH POINT 30306,1.0,0.002624534145189229
1450 JOHNSON FERRY 30319,5.0,0.013122670725946145
1450 LANIER 30306,5.0,0.013122670725946145
1450 LYNFORD 30331,1.0,0.002624534145189229
1450 MONROE 30324,1.0,0.002624534145189229
1450 MORNINGSIDE 30306,1.0,0.002624534145189229
1450 NORTH MORNINGSIDE 30306,2.0,0.005249068290378458
1450 OGLETHORPE 30310,3.0,0.007873602435567686
1450 RALPH DAVID ABERNATHY 30310,1.0,0.002624534145189229
1450 ROCKHAVEN 30324,1.0,0.002624534145189229
1450 WESLEY 30327,2.0,0.005249068290378458
1451 JACKSON RIDGE 30642,1.0,0.002624534145189229
1451 MIMS 30314,3.0,0.007873602435567686
1451 MOORES MILL 30327,2.0,0.005249068290378458
1451 MORNINGSIDE 30306,1.0,0.002624534145189229
1451 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1451 WESSYNGTON 30306,1.0,0.002624534145189229
1452 AKRIDGE 30314,1.0,0.002624534145189229
1452 FAIRMONT 30318,1.0,0.002624534145189229
1452 FUNSTON 30315,3.0,0.007873602435567686
1452 HIGHLAND 30306,2.0,0.005249068290378458
1452 PONTIAC 30316,1.0,0.002624534145189229
14523 MILLIKAN 97005,3.0,0.007873602435567686
14525 EL CAPITAN REAL 92021,1.0,0.002624534145189229
1453 BEECHER 30310,1.0,0.002624534145189229
1453 CARROLL 30318,2.0,0.005249068290378458
1453 CONNALLY 30310,1.0,0.002624534145189229
1453 MONTEEL 30318,1.0,0.002624534145189229
1454 ALISON JANE 30144,1.0,0.002624534145189229
1454 ATHENS 30310,1.0,0.002624534145189229
1454 BEATIE 30310,1.0,0.002624534145189229
1454 DYLAN CHASE 30066,1.0,0.002624534145189229
1454 HELEN 30331,2.0,0.005249068290378458
1454 MIMS 30314,1.0,0.002624534145189229
1454 SHARON 30314,1.0,0.002624534145189229
1454 SYLVAN 30310,1.0,0.002624534145189229
1454 WESSYNGTON 30306,3.0,0.007873602435567686
1454 WESTMONT 30311,3.0,0.007873602435567686
1454 WESTRIDGE 30311,1.0,0.002624534145189229
14545 FRIAR 91411,5.0,0.013122670725946145
1455 ADELE 30314,1.0,0.002624534145189229
1455 ALLEGHENY 30310,2.0,0.005249068290378458
1455 AVON 30310,1.0,0.002624534145189229
1455 DODSON 30311,1.0,0.002624534145189229
1455 GATESTONE 30339,1.0,0.002624534145189229
1455 LAKEBOAT 30331,1.0,0.002624534145189229
1455 LUCILE 30310,2.0,0.005249068290378458
1455 MOZLEY 30314,1.0,0.002624534145189229
1455 RYAN 30310,1.0,0.002624534145189229
1456 BELMONT 30310,2.0,0.005249068290378458
1456 CENTRA VILLA 30311,1.0,0.002624534145189229
1456 FAIRMONT 30318,1.0,0.002624534145189229
1456 FUNSTON 30315,1.0,0.002624534145189229
1456 MORNINGSIDE 30306,1.0,0.002624534145189229
1456 NORRIS 30313,1.0,0.002624534145189229
1456 NORRIS 30314,1.0,0.002624534145189229
1456 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1456 WOODMONT 30318,4.0,0.010498136580756916
1457 ANDREWS 30314,1.0,0.002624534145189229
1457 CRESCENT 30033,1.0,0.002624534145189229
1457 MORNINGSIDE 30306,1.0,0.002624534145189229
1457 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1457 RIDGE 20020,1.0,0.002624534145189229
1458 FAIRMONT 30318,1.0,0.002624534145189229
1458 KENILWORTH 30310,1.0,0.002624534145189229
1458 LUCILE 30310,1.0,0.002624534145189229
1458 MOZLEY 30314,1.0,0.002624534145189229
1458 PONTIAC 30316,1.0,0.002624534145189229
1459 BEATIE 30310,2.0,0.005249068290378458
1459 COPELAND 30310,1.0,0.002624534145189229
1459 HARTFORD 30310,3.0,0.007873602435567686
1459 JONESBORO 30315,1.0,0.002624534145189229
1459 KENILWORTH 30310,1.0,0.002624534145189229
146 HILLTOP 30315,1.0,0.002624534145189229
146 LAUREL 30314,1.0,0.002624534145189229
146 PEACHTREE 30305,4.0,0.010498136580756916
146 POWELL 30316,2.0,0.005249068290378458
146 RACINE 30314,1.0,0.002624534145189229
146 RICHARDSON 30312,2.0,0.005249068290378458
146 SAMPSON 30312,1.0,0.002624534145189229
146 STRATFORD 30311,1.0,0.002624534145189229
146 TURMAN 30315,1.0,0.002624534145189229
1460 AVON 30310,3.0,0.007873602435567686
1460 BEATIE 30310,2.0,0.005249068290378458
1460 EVERHART 30310,1.0,0.002624534145189229
1460 HAWKINS 30314,1.0,0.002624534145189229
1460 MARTIN LUTHER KING JR 30314,2.0,0.005249068290378458
1460 MONROE 30324,3.0,0.007873602435567686
1460 MOORES MILL 30327,1.0,0.002624534145189229
1460 MORAY 30311,1.0,0.002624534145189229
1460 NORRIS 30314,1.0,0.002624534145189229
1460 SYLVAN 30310,1.0,0.002624534145189229
1460 VENETIAN 30311,1.0,0.002624534145189229
1460 WEMBLEY 30329,1.0,0.002624534145189229
1460 WESSYNGTON 30306,2.0,0.005249068290378458
1460 WESTBORO 30310,2.0,0.005249068290378458
14609 SUTTER 11436,1.0,0.002624534145189229
1461 ATHENS 30310,1.0,0.002624534145189229
1461 AVON 30310,2.0,0.005249068290378458
1461 EZRA CHURCH 30314,1.0,0.002624534145189229
1461 GARMON FERRY 30327,1.0,0.002624534145189229
1461 HANOVER WEST 30327,2.0,0.005249068290378458
1461 MOORES MILL 30327,2.0,0.005249068290378458
1461 PINE 30309,1.0,0.002624534145189229
1461 WESSYNGTON 30306,1.0,0.002624534145189229
14616 PALM 92301,1.0,0.002624534145189229
1462 BELMONT 30310,1.0,0.002624534145189229
1462 FAIRMONT 30318,1.0,0.002624534145189229
1462 LAKEWOOD 30315,1.0,0.002624534145189229
1462 MILLER 30307,1.0,0.002624534145189229
1462 NORRIS 30314,1.0,0.002624534145189229
1462 PINE 30309,6.0,0.015747204871135373
1463 BEATIE 30310,2.0,0.005249068290378458
1463 DESOTO 30310,3.0,0.007873602435567686
1463 DODSON 30311,1.0,0.002624534145189229
1463 GRAHAM 30310,3.0,0.007873602435567686
1463 MIMS 30314,1.0,0.002624534145189229
1463 OLIVE 30310,1.0,0.002624534145189229
1463 WESTBORO 30310,1.0,0.002624534145189229
1464 EVERHART 30310,1.0,0.002624534145189229
1464 FAIRMONT 30318,1.0,0.002624534145189229
1464 GRAHAM 30310,1.0,0.002624534145189229
1464 HARTFORD 30310,2.0,0.005249068290378458
1464 PEBBLE CREEK 30067,1.0,0.002624534145189229
1464 SHARON 30314,1.0,0.002624534145189229
1464 SYLVAN 30310,2.0,0.005249068290378458
1464 WESTBORO 30310,3.0,0.007873602435567686
1465 LEISURE LAKE 30044,1.0,0.002624534145189229
1465 NORTHSIDE 30318,1.0,0.002624534145189229
1465 PINEHURST 30311,1.0,0.002624534145189229
1465 WESLEY 30327,1.0,0.002624534145189229
1465 WESTWOOD 30310,1.0,0.002624534145189229
1466 FAIRMONT 30318,1.0,0.002624534145189229
1466 NORRIS 30314,1.0,0.002624534145189229
1466 STOKES 30310,3.0,0.007873602435567686
1467 AKRIDGE 30314,1.0,0.002624534145189229
1467 CARROLL 30318,5.0,0.013122670725946145
1467 HAWTHORNE 30309,3.0,0.007873602435567686
1467 MONROE 30324,1.0,0.002624534145189229
1467 MORNINGSIDE 30306,1.0,0.002624534145189229
1467 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1467 RYAN 30310,1.0,0.002624534145189229
1467 SYLVAN 30319,1.0,0.002624534145189229
1467 WESTRIDGE 30311,3.0,0.007873602435567686
1468 FAIRMONT 30318,1.0,0.002624534145189229
1468 HAWTHORNE 30309,2.0,0.005249068290378458
1468 LACHONA 30329,1.0,0.002624534145189229
1468 MORAY 30311,4.0,0.010498136580756916
1468 NORTH 30318,2.0,0.005249068290378458
1468 REYNOLDS 32464,5.0,0.013122670725946145
1468 WOODLAND 30315,1.0,0.002624534145189229
1469 ATHENS 30310,2.0,0.005249068290378458
1469 BELMONT 30310,1.0,0.002624534145189229
1469 GRAHAM 30310,2.0,0.005249068290378458
1469 METROPOLITAN 30310,1.0,0.002624534145189229
1469 MOZLEY 30314,3.0,0.007873602435567686
14690 GLENCREEK 30004,1.0,0.002624534145189229
147 15TH 30309,1.0,0.002624534145189229
147 257TH 11422,1.0,0.002624534145189229
147 26TH 30309,2.0,0.005249068290378458
147 31ST 98122,1.0,0.002624534145189229
147 ATLANTA 30315,3.0,0.007873602435567686
147 BLACKLAND 30342,2.0,0.005249068290378458
147 CHAPPELL 30314,1.0,0.002624534145189229
147 CLAIRE 30315,4.0,0.010498136580756916
147 CLEVELAND 30316,1.0,0.002624534145189229
147 CLIFTON 30317,5.0,0.013122670725946145
147 CROWN 11225,1.0,0.002624534145189229
147 FIFTEENTH 30309,1.0,0.002624534145189229
147 GREENRIDGE 30265,1.0,0.002624534145189229
147 HERMER 30311,1.0,0.002624534145189229
147 HIDDEN VALLEY 30314,1.0,0.002624534145189229
147 KINGS 30030,1.0,0.002624534145189229
147 PACES FERRY 30305,1.0,0.002624534145189229
147 POWELL 30316,2.0,0.005249068290378458
147 SAVANNAH 30316,2.0,0.005249068290378458
1470 ANDREWS 30314,1.0,0.002624534145189229
1470 BOULDERCREST 30316,1.0,0.002624534145189229
1470 DESOTO 30310,1.0,0.002624534145189229
1470 EVERHART 30310,1.0,0.002624534145189229
1470 GORDON 30310,2.0,0.005249068290378458
1470 GRAHAM 30310,2.0,0.005249068290378458
1470 HARTFORD 30310,2.0,0.005249068290378458
1470 KENWOOD 30309,2.0,0.005249068290378458
1470 NORRIS 30314,1.0,0.002624534145189229
1470 POLLARD 30311,1.0,0.002624534145189229
1470 RED CEDAR 30083,1.0,0.002624534145189229
1470 WESLEY 30327,3.0,0.007873602435567686
1471 ALLEGHENY 30310,1.0,0.002624534145189229
1471 HAWTHORNE 30309,4.0,0.010498136580756916
1471 LAGUNA 33026,1.0,0.002624534145189229
1471 MOORES MILL 30327,2.0,0.005249068290378458
1471 NEW HOPE 30331,3.0,0.007873602435567686
1472 HAWTHORNE 30309,1.0,0.002624534145189229
1472 N MORNINGSIDE 30306,1.0,0.002624534145189229
1472 NORTH MORNINGSIDE 30306,1.0,0.002624534145189229
1472 PINE 30309,1.0,0.002624534145189229
1472 SPRINGLEAF 30080,1.0,0.002624534145189229
1472 STOKES 30310,1.0,0.002624534145189229
14721 GOODMAN 66223,1.0,0.002624534145189229
1473 ALLENE 30310,1.0,0.002624534145189229
1473 BEECHER 30310,3.0,0.007873602435567686
1473 EVERHART 30310,1.0,0.002624534145189229
1473 GORDON 30310,4.0,0.010498136580756916
1473 TIMMS 30316,1.0,0.002624534145189229
1473 WILDWOOD 30228,2.0,0.005249068290378458
1474 ALLENE 30310,2.0,0.005249068290378458
1474 DESOTO 30310,1.0,0.002624534145189229
1474 DODSON 30311,2.0,0.005249068290378458
1474 FAIRMONT 30318,1.0,0.002624534145189229
1474 GORDON 30310,1.0,0.002624534145189229
1474 HARTFORD 30310,1.0,0.002624534145189229
1474 JAY 30078,1.0,0.002624534145189229
1474 LAVISTA 30324,1.0,0.002624534145189229
1474 MILL ACRES 30311,4.0,0.010498136580756916
1474 NASH 30331,1.0,0.002624534145189229
1474 SYLVAN 30319,1.0,0.002624534145189229
1475 BROOKCLIFF 30062,1.0,0.002624534145189229
1475 EZRA CHURCH 30314,3.0,0.007873602435567686
1475 GORDON 30310,3.0,0.007873602435567686
1475 GRAHAM 30310,1.0,0.002624534145189229
1475 GROVE 30309,1.0,0.002624534145189229
1475 GROVELAND 30309,1.0,0.002624534145189229
1475 KLONDIKE 30094,1.0,0.002624534145189229
1475 LANIER 30306,1.0,0.002624534145189229
1475 PARKVIEW 30087,1.0,0.002624534145189229
1475 SYLVAN 30319,1.0,0.002624534145189229
1475 WEST WESLEY 30327,2.0,0.005249068290378458
1476 ADELE 30314,2.0,0.005249068290378458
1476 CONNALLY 30310,2.0,0.005249068290378458
1476 EASON 30314,1.0,0.002624534145189229
1476 GROVELAND 30309,4.0,0.010498136580756916
1476 HIGHLAND 30306,4.0,0.010498136580756916
1476 NORRIS 30314,1.0,0.002624534145189229
1476 OLIVE 30310,1.0,0.002624534145189229
1476 PEACHTREE BATTLE 30327,2.0,0.005249068290378458
1476 WESTRIDGE 30311,1.0,0.002624534145189229
1476 WOODLAND 30316,2.0,0.005249068290378458
1477 BEECHER 30310,2.0,0.005249068290378458
1477 PEACHTREE BATTLE 30327,2.0,0.005249068290378458
1477 POLLARD 30311,2.0,0.005249068290378458
1478 ALLEGHENY 30310,3.0,0.007873602435567686
1478 BROOKLYN 30309,3.0,0.007873602435567686
1478 LACHONA 30329,1.0,0.002624534145189229
1478 LUCILE 30310,3.0,0.007873602435567686
1478 STOKES 30310,1.0,0.002624534145189229
1478 WESSYNGTON 30306,2.0,0.005249068290378458
1478 ZION HILL CHURCH 31023,2.0,0.005249068290378458
1479 EZRA CHURCH 30314,1.0,0.002624534145189229
1479 GROVELAND 30309,4.0,0.010498136580756916
1479 HARTFORD 30310,2.0,0.005249068290378458
1479 LANIER 30306,5.0,0.013122670725946145
1479 LUCILE AVE 30310,1.0,0.002624534145189229
1479 LUCILLE 30310,1.0,0.002624534145189229
1479 METROPOLITAN 30310,1.0,0.002624534145189229
148 ATLANTA 30315,1.0,0.002624534145189229
148 BARKSDALE 30309,1.0,0.002624534145189229
148 GREENFIELD 52402,1.0,0.002624534145189229
148 HYACINTH 30314,3.0,0.007873602435567686
148 MONTEGO 30274,1.0,0.002624534145189229
148 ORMOND 30315,4.0,0.010498136580756916
148 QUINCY 11216,1.0,0.002624534145189229
148 SPRINGDALE 30305,1.0,0.002624534145189229
148 TONAWANDA 30315,2.0,0.005249068290378458
1480 ATHENS 30310,1.0,0.002624534145189229
1480 EVERHART 30310,1.0,0.002624534145189229
1480 EZRA CHURCH 30314,1.0,0.002624534145189229
1480 GRAHAM 30310,2.0,0.005249068290378458
1480 GROVELAND 30309,2.0,0.005249068290378458
1480 HARTFORD 30310,1.0,0.002624534145189229
